Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
MyStutteringLife,21,29,29345280,29393280,0,0,1,0,0,0,0,1,3,1,0,0
MyStutteringLife,21,30,29379840,29427840,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,21,31,30393760,30441760,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,21,32,36669120,36717120,0,0,0,1,2,0,0,0,1,0,0,0
MyStutteringLife,21,33,38558080,38606080,0,0,0,0,0,0,0,1,3,0,0,0
MyStutteringLife,21,34,39935520,39983520,0,0,0,0,0,0,0,1,3,1,0,0
MyStutteringLife,21,35,40169760,40217760,0,0,1,1,0,0,0,0,1,0,0,0
MyStutteringLife,21,37,46380480,46428480,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,21,39,47761280,47809280,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,22,0,25563680,25611680,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,22,1,27065440,27113440,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,22,2,28085280,28133280,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,22,3,29284000,29332000,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,22,4,29320480,29368480,0,0,0,2,2,0,0,0,0,1,0,0
MyStutteringLife,22,5,31016960,31064960,0,0,0,0,0,0,0,1,3,1,0,0
MyStutteringLife,22,6,5244480,5292480,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,22,7,7569760,7617760,0,0,0,1,0,0,0,1,2,2,0,0
MyStutteringLife,22,9,9112800,9160800,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,22,10,670880,718880,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,22,11,10031840,10079840,0,0,1,0,0,0,0,3,2,0,0,0
MyStutteringLife,22,12,10263040,10311040,0,0,3,0,0,0,0,1,0,1,0,0
MyStutteringLife,22,13,11119520,11167520,0,0,0,2,0,0,0,0,1,0,0,0
MyStutteringLife,22,14,13211360,13259360,0,0,1,2,0,0,0,0,1,0,0,0
MyStutteringLife,22,15,13439680,13487680,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,22,18,14163360,14211360,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,22,21,14776000,14824000,0,0,1,0,0,0,0,1,2,0,0,0
MyStutteringLife,22,22,15928160,15976160,0,0,1,1,0,0,0,0,1,1,0,0
MyStutteringLife,22,23,16052960,16100960,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,22,24,16086720,16134720,0,0,0,1,1,0,0,1,1,1,0,0
MyStutteringLife,22,25,16615360,16663360,0,0,0,2,0,0,0,0,1,1,0,0
MyStutteringLife,22,29,18424960,18472960,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,22,34,23814240,23862240,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,22,35,23845120,23893120,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,22,36,24050880,24098880,0,0,0,0,0,0,0,3,3,0,0,0
MyStutteringLife,22,37,24118400,24166400,0,0,2,0,0,0,0,0,1,0,0,0
MyStutteringLife,22,38,24199200,24247200,0,0,0,0,0,0,0,2,3,2,0,0
MyStutteringLife,22,39,2659520,2707520,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,23,0,818240,866240,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,23,1,55456160,55504160,0,0,1,1,0,0,0,0,1,3,0,0
MyStutteringLife,23,2,55483520,55531520,0,0,0,0,0,0,0,2,3,3,0,0
MyStutteringLife,23,4,10360320,10408320,0,0,0,2,0,0,0,1,1,1,0,0
MyStutteringLife,23,5,10391680,10439680,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,23,6,10524960,10572960,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,23,8,10612480,10660480,0,0,2,0,3,0,0,0,0,2,0,0
MyStutteringLife,23,13,13213600,13261600,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,23,14,13239840,13287840,0,0,1,0,0,0,0,0,2,1,0,0
MyStutteringLife,23,15,14007200,14055200,0,0,0,1,0,0,0,2,2,2,0,0
MyStutteringLife,23,16,14039040,14087040,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,23,17,15168160,15216160,0,0,0,1,0,0,0,0,2,2,0,0
MyStutteringLife,23,18,15195840,15243840,0,0,2,0,0,0,0,0,1,0,0,0
MyStutteringLife,23,22,15918560,15966560,0,0,0,1,0,0,0,1,2,1,0,0
MyStutteringLife,23,23,1409280,1457280,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,23,24,1436960,1484960,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,23,25,15947840,15995840,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,23,28,17220480,17268480,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,23,30,17413280,17461280,0,0,2,1,0,0,0,3,0,2,0,0
MyStutteringLife,23,31,17439040,17487040,0,0,0,0,1,0,0,1,2,0,0,0
MyStutteringLife,23,32,17486080,17534080,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,23,35,21209600,21257600,0,0,0,1,1,0,0,0,1,0,0,0
MyStutteringLife,23,37,21424640,21472640,0,0,0,0,0,0,0,3,3,2,0,0
MyStutteringLife,23,38,21453280,21501280,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,23,39,21620000,21668000,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,23,40,21645760,21693760,0,0,0,2,1,0,0,0,1,2,0,0
MyStutteringLife,23,41,21873600,21921600,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,23,42,21900480,21948480,0,0,0,1,2,0,0,0,0,0,0,0
MyStutteringLife,23,43,2342240,2390240,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,23,44,2373760,2421760,0,0,0,2,0,0,0,0,1,1,0,0
MyStutteringLife,23,45,22641280,22689280,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,23,49,22859360,22907360,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,23,51,25125920,25173920,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,23,54,26542080,26590080,0,0,1,1,0,0,0,0,1,0,0,0
MyStutteringLife,23,55,26697280,26745280,0,0,1,1,1,0,0,0,0,1,0,0
MyStutteringLife,23,57,31550240,31598240,0,0,0,1,0,0,0,3,2,0,0,0
MyStutteringLife,23,59,31696800,31744800,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,23,60,31724480,31772480,0,0,0,1,0,0,0,3,2,1,0,0
MyStutteringLife,23,62,32295040,32343040,0,0,0,1,0,0,0,2,2,2,0,0
MyStutteringLife,23,65,32383200,32431200,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,23,66,32417440,32465440,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,23,67,32451840,32499840,0,0,0,2,0,0,0,0,1,0,0,0
MyStutteringLife,23,68,32488640,32536640,0,0,0,3,0,0,0,0,0,0,0,0
MyStutteringLife,23,70,32611040,32659040,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,23,72,32699040,32747040,0,0,0,0,0,0,0,3,3,2,0,0
MyStutteringLife,23,74,32773600,32821600,0,0,0,0,1,0,0,1,2,1,0,0
MyStutteringLife,23,75,32805600,32853600,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,23,76,32870560,32918560,0,0,0,2,0,0,0,3,1,1,0,0
MyStutteringLife,23,77,32898240,32946240,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,23,78,3347840,3395840,0,0,0,0,0,0,0,1,3,0,0,0
MyStutteringLife,23,79,3374080,3422080,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,23,80,32943840,32991840,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,23,81,32988960,33036960,0,0,1,0,0,0,0,0,2,1,0,0
MyStutteringLife,23,83,33280000,33328000,0,0,1,1,0,0,0,0,1,0,0,0
MyStutteringLife,23,84,33311200,33359200,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,23,87,33856160,33904160,0,0,0,3,0,0,0,0,0,0,0,0
MyStutteringLife,23,88,33968640,34016640,0,0,0,0,0,0,0,0,3,3,0,0
MyStutteringLife,23,89,33994400,34042400,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,23,90,34232160,34280160,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,23,91,34258080,34306080,0,0,0,1,0,0,0,0,2,2,0,0
MyStutteringLife,23,92,34587840,34635840,0,0,1,1,0,0,0,0,2,2,0,0
MyStutteringLife,23,93,34620960,34668960,0,0,0,1,0,0,0,2,2,1,0,0
MyStutteringLife,23,95,34782400,34830400,0,0,0,1,1,0,0,3,2,2,0,0
MyStutteringLife,23,97,4147840,4195840,0,0,1,1,0,0,0,2,1,1,0,0
MyStutteringLife,23,99,34876160,34924160,0,0,0,0,0,0,0,2,3,2,0,0
MyStutteringLife,23,100,34953440,35001440,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,23,102,35177600,35225600,0,0,0,0,1,0,0,0,2,1,0,0
MyStutteringLife,23,103,35206080,35254080,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,23,104,35262240,35310240,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,23,109,36319520,36367520,0,0,0,0,0,0,0,1,3,2,0,0
MyStutteringLife,23,110,36359360,36407360,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,23,111,36385600,36433600,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,23,117,4216480,4264480,0,0,1,0,2,0,0,0,0,0,0,0
MyStutteringLife,23,121,39379200,39427200,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,23,122,40528320,40576320,0,0,1,0,0,0,0,2,2,1,0,0
MyStutteringLife,23,123,40554400,40602400,0,0,0,2,2,0,0,0,0,1,0,0
MyStutteringLife,23,124,40752480,40800480,0,0,0,0,1,0,0,0,2,2,0,0
MyStutteringLife,23,125,40778400,40826400,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,23,127,41616800,41664800,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,23,130,42311520,42359520,0,0,0,0,0,0,0,3,3,1,0,0
MyStutteringLife,23,134,44151520,44199520,0,0,0,0,0,0,0,1,3,1,0,0
MyStutteringLife,23,135,44177760,44225760,0,0,0,0,0,0,0,3,3,2,0,0
MyStutteringLife,23,136,44218560,44266560,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,23,144,44894720,44942720,0,0,1,1,0,0,0,2,1,0,0,0
MyStutteringLife,23,148,45451520,45499520,0,0,0,0,0,0,0,3,3,1,0,0
MyStutteringLife,23,151,45655360,45703360,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,23,154,45883040,45931040,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,23,157,46670240,46718240,0,0,0,2,1,0,0,0,0,0,0,0
MyStutteringLife,23,158,46699040,46747040,0,0,0,0,0,0,0,3,3,1,0,0
MyStutteringLife,23,161,46734720,46782720,0,0,0,0,0,0,0,3,3,0,0,0
MyStutteringLife,23,165,47991040,48039040,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,23,166,48889120,48937120,0,0,0,0,0,0,0,1,3,1,0,0
MyStutteringLife,23,168,49439360,49487360,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,23,169,49468960,49516960,0,0,0,0,0,0,0,1,3,1,0,0
MyStutteringLife,23,172,50466560,50514560,0,0,0,1,0,0,0,0,2,2,0,0
MyStutteringLife,24,1,3117280,3165280,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,24,2,3438240,3486240,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,24,3,4089760,4137760,0,0,0,0,0,0,0,1,3,1,0,0
MyStutteringLife,24,4,4114560,4162560,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,24,5,4859520,4907520,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,24,6,4999360,5047360,0,0,0,0,2,0,0,0,1,0,0,0
MyStutteringLife,24,7,5040960,5088960,0,0,0,2,0,0,0,0,1,1,0,0
MyStutteringLife,24,8,5954240,6002240,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,24,9,5996320,6044320,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,24,10,6173600,6221600,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,24,11,6369600,6417600,0,0,1,2,0,0,0,1,1,0,0,0
MyStutteringLife,24,12,911040,959040,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,24,13,937280,985280,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,24,14,6534080,6582080,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,24,15,6788480,6836480,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,24,16,6968640,7016640,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,24,17,7400800,7448800,0,0,1,1,0,0,0,0,3,0,0,0
MyStutteringLife,24,19,7816000,7864000,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,24,20,7914240,7962240,0,0,1,0,2,0,0,0,1,1,0,0
MyStutteringLife,24,21,964480,1012480,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,24,23,8256320,8304320,0,0,1,2,1,0,0,0,0,0,0,0
MyStutteringLife,24,25,8603040,8651040,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,24,26,8627360,8675360,0,0,1,1,2,0,0,1,0,0,0,0
MyStutteringLife,24,27,9061920,9109920,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,24,28,1099840,1147840,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,24,29,9144320,9192320,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,24,30,9172320,9220320,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,24,31,9989760,10037760,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,24,32,10689600,10737600,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,24,33,10756160,10804160,0,0,1,1,0,0,0,0,2,0,0,0
MyStutteringLife,24,35,1347200,1395200,0,0,1,0,0,0,0,0,2,1,0,0
MyStutteringLife,24,36,1371840,1419840,0,0,3,0,0,0,0,0,0,0,0,0
MyStutteringLife,24,37,1524640,1572640,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,24,38,2437600,2485600,0,0,1,2,0,0,0,0,0,0,0,0
MyStutteringLife,25,1,30802560,30850560,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,25,2,3725440,3773440,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,25,3,4565440,4613440,0,0,0,1,0,0,0,1,2,0,0,0
MyStutteringLife,25,5,4902560,4950560,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,25,6,5069920,5117920,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,25,7,5378720,5426720,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,25,8,1415840,1463840,0,0,0,3,0,0,0,0,0,0,0,0
MyStutteringLife,25,9,5907040,5955040,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,25,10,6544800,6592800,0,0,0,2,1,0,0,2,0,0,0,0
MyStutteringLife,25,11,7414560,7462560,0,0,0,3,0,0,0,1,0,1,0,0
MyStutteringLife,25,12,7886240,7934240,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,25,13,1604160,1652160,0,0,0,1,0,0,0,0,3,0,0,0
MyStutteringLife,25,14,8221920,8269920,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,25,15,8397600,8445600,0,0,0,1,0,0,0,1,2,2,0,0
MyStutteringLife,25,16,8648320,8696320,0,0,0,0,0,0,0,2,3,1,0,0
MyStutteringLife,25,19,9290880,9338880,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,25,21,10004000,10052000,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,25,22,10055360,10103360,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,25,23,10148000,10196000,0,0,0,1,0,0,0,0,2,2,0,0
MyStutteringLife,25,24,10188480,10236480,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,25,25,10392960,10440960,0,0,2,1,0,0,0,0,0,1,0,0
MyStutteringLife,25,28,12628000,12676000,0,0,1,1,0,0,0,0,1,0,0,0
MyStutteringLife,25,29,14673440,14721440,0,0,0,2,0,0,0,3,1,0,0,0
MyStutteringLife,25,32,17013280,17061280,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,25,34,17996160,18044160,0,0,1,0,0,0,0,0,2,1,0,0
MyStutteringLife,25,35,20148000,20196000,0,0,0,1,1,0,0,1,2,1,0,0
MyStutteringLife,25,36,21416800,21464800,0,0,1,1,0,0,0,0,1,0,0,0
MyStutteringLife,25,37,24678720,24726720,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,25,38,26177920,26225920,0,0,0,1,0,0,0,0,3,0,0,0
MyStutteringLife,25,39,26214880,26262880,0,0,1,1,1,0,0,3,0,0,0,0
MyStutteringLife,26,0,375520,423520,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,1,17451360,17499360,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,2,18562560,18610560,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,3,18650560,18698560,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,4,19486080,19534080,0,0,1,0,0,0,0,1,2,0,0,0
MyStutteringLife,26,6,2749600,2797600,0,0,0,2,0,0,0,0,1,0,0,0
MyStutteringLife,26,7,19618560,19666560,0,0,2,0,0,0,0,0,1,0,0,0
MyStutteringLife,26,8,19655680,19703680,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,9,20326880,20374880,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,10,20761760,20809760,0,0,3,0,0,0,0,0,0,0,0,0
MyStutteringLife,26,11,21185280,21233280,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,13,2997120,3045120,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,26,15,3510240,3558240,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,16,3989120,4037120,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,17,4781280,4829280,0,0,1,2,2,0,0,0,0,0,0,0
MyStutteringLife,26,18,4921920,4969920,0,0,1,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,19,4954880,5002880,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,26,20,5284640,5332640,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,21,5506880,5554880,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,22,1697760,1745760,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,23,1735200,1783200,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,24,6349600,6397600,0,0,2,1,0,0,0,0,1,0,0,0
MyStutteringLife,26,25,6560960,6608960,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,26,26,6597920,6645920,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,26,27,7265600,7313600,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,28,1961760,2009760,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,26,29,8152800,8200800,0,0,0,0,0,0,0,1,3,0,0,0
MyStutteringLife,26,30,2117760,2165760,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,31,9282720,9330720,0,0,1,1,0,0,0,0,1,0,0,0
MyStutteringLife,26,32,9400960,9448960,0,0,0,2,1,0,0,0,0,0,0,0
MyStutteringLife,26,33,9942880,9990880,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,34,10097760,10145760,0,0,2,0,0,0,0,0,2,1,0,0
MyStutteringLife,26,35,10752000,10800000,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,26,36,12471680,12519680,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,37,14291040,14339040,0,0,0,1,3,0,0,0,0,0,0,0
MyStutteringLife,26,38,14370880,14418880,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,26,39,15361920,15409920,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,27,1,2154240,2202240,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,27,2,2180480,2228480,0,0,1,1,0,0,0,0,1,0,0,0
MyStutteringLife,27,3,2310880,2358880,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,27,4,2373440,2421440,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,27,5,2739040,2787040,0,0,3,1,0,0,0,0,2,1,0,0
MyStutteringLife,27,6,2831200,2879200,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,27,7,2857120,2905120,0,0,1,1,0,0,0,0,1,0,0,0
MyStutteringLife,27,9,3330560,3378560,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,27,10,3621600,3669600,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,27,11,658240,706240,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,27,13,4348000,4396000,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,27,14,4386240,4434240,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,27,15,4896640,4944640,0,0,0,2,0,0,0,0,1,0,0,0
MyStutteringLife,27,16,5113120,5161120,0,0,0,0,0,0,0,1,3,1,0,0
MyStutteringLife,27,17,706560,754560,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,27,18,5135680,5183680,0,0,0,1,2,0,0,0,1,0,0,0
MyStutteringLife,27,20,5227040,5275040,0,0,2,0,0,0,0,0,2,1,0,0
MyStutteringLife,27,21,5357440,5405440,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,27,22,5596480,5644480,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,27,23,6073280,6121280,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,27,24,6225440,6273440,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,27,25,1576960,1624960,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,27,26,6647040,6695040,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,27,27,6780320,6828320,0,0,0,1,0,0,0,0,2,0,0,0
MyStutteringLife,27,28,7261920,7309920,0,0,1,0,0,0,0,0,2,1,0,0
MyStutteringLife,27,29,7434560,7482560,0,0,0,0,1,0,0,0,2,0,0,0
MyStutteringLife,27,30,7523680,7571680,0,0,0,1,1,0,0,0,1,0,0,0
MyStutteringLife,27,32,7941280,7989280,0,0,0,2,1,0,0,0,1,0,0,0
MyStutteringLife,27,33,8041760,8089760,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,27,34,8162400,8210400,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,27,35,8189440,8237440,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,27,36,8536480,8584480,0,0,0,0,0,0,0,1,3,0,0,0
MyStutteringLife,27,37,8977440,9025440,0,0,0,0,0,0,0,3,3,1,0,0
MyStutteringLife,28,0,1585440,1633440,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,28,1,1612000,1660000,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,28,2,1675840,1723840,0,0,0,2,2,0,0,0,0,0,0,0
MyStutteringLife,28,4,2280640,2328640,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,28,5,2352640,2400640,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,28,6,2606880,2654880,0,0,0,3,0,0,0,0,0,0,0,0
MyStutteringLife,28,7,2679040,2727040,0,0,2,0,2,0,0,0,0,0,0,0
MyStutteringLife,28,8,2710560,2758560,0,0,0,3,0,0,0,0,0,1,0,0
MyStutteringLife,28,10,2759840,2807840,0,0,0,1,1,0,0,0,1,0,0,0
MyStutteringLife,28,11,2886880,2934880,0,0,1,0,0,0,0,0,2,0,0,0
MyStutteringLife,28,12,2964480,3012480,0,0,1,0,0,0,0,0,3,1,0,0
MyStutteringLife,28,13,3192000,3240000,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,28,14,3259680,3307680,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,28,16,3329600,3377600,0,0,0,1,0,0,0,0,2,2,0,0
MyStutteringLife,28,17,3378560,3426560,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,28,18,3538720,3586720,0,0,3,0,0,0,0,1,1,0,0,0
MyStutteringLife,28,19,598880,646880,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,28,21,3812480,3860480,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,28,22,3845120,3893120,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,28,23,3940640,3988640,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,28,24,3965920,4013920,0,0,0,2,1,0,0,0,1,2,0,0
MyStutteringLife,28,25,4069600,4117600,0,0,1,0,0,0,0,0,2,1,0,0
MyStutteringLife,28,26,4250880,4298880,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,28,27,700480,748480,0,0,0,2,0,0,0,0,1,0,0,0
MyStutteringLife,28,28,4297760,4345760,0,0,0,1,2,0,0,0,0,0,0,0
MyStutteringLife,28,31,5261760,5309760,0,0,0,2,1,0,0,1,0,0,0,0
MyStutteringLife,28,32,5338720,5386720,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,28,33,5402560,5450560,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,28,35,6569600,6617600,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,28,36,909920,957920,0,0,0,0,1,0,0,0,2,0,0,0
MyStutteringLife,28,37,6680160,6728160,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,28,38,6712320,6760320,0,0,1,1,0,0,0,0,1,1,0,0
MyStutteringLife,28,39,6873280,6921280,0,0,0,1,0,0,0,0,2,1,0,0
MyStutteringLife,29,0,3840,51840,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,29,1,1292160,1340160,0,0,0,0,0,0,0,0,3,1,0,0
MyStutteringLife,29,2,1435520,1483520,0,0,0,0,0,0,0,0,3,2,0,0
MyStutteringLife,29,3,1531360,1579360,0,0,1,0,0,0,0,0,2,1,0,0
MyStutteringLife,29,4,1589760,1637760,0,0,0,0,0,0,0,0,3,3,0,0
MyStutteringLife,29,5,1633760,1681760,0,0,0,0,0,0,0,0,3,0,0,0
MyStutteringLife,29,8,1908320,1956320,0,0,1,0,0,0,0,0,2,1,0,0
MyStutteringLife,29,9,2036800,2084800,0,0,0,1,3,0,0,0,0,0,0,0
MyStutteringLife,29,10,2110240,2158240,0,0,1,1,0,0,0,0,1,0,0,0
MyStutteringLife,29,11,2205600,2253600,0,0,0,2,0,0,0,0,1,1,0,0
