filepath,result,fluent
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/1/HeStutters_1_128.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_1_128.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_1_128.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/10/MyStutteringLife_10_28.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_10_28.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_10_28.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/76/StutterTalk_76_39.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_76_39.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_76_39.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/12/HeStutters_12_7.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_12_7.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_12_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/2/WomenWhoStutter_2_190.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_2_190.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_2_190.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/60/StutterTalk_60_30.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_60_30.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_60_30.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/19/WomenWhoStutter_19_150.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_19_150.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_19_150.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/19/HeStutters_19_138.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_19_138.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_19_138.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/34/WomenWhoStutter_34_183.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_34_183.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_34_183.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/28/StutterTalk_28_27.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_28_27.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_28_27.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/6/WomenWhoStutter_6_119.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_6_119.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_6_119.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/96/WomenWhoStutter_96_17.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_96_17.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_96_17.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/35/MyStutteringLife_35_203.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_35_203.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_35_203.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/32/MyStutteringLife_32_60.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_32_60.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_32_60.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/46/WomenWhoStutter_46_2.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_46_2.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_46_2.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/33/MyStutteringLife_33_6.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_33_6.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_33_6.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/7/MyStutteringLife_7_158.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_7_158.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_7_158.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/68/StutterTalk_68_95.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_68_95.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_68_95.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/106/WomenWhoStutter_106_39.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_106_39.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_106_39.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/33/StutterTalk_33_67.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_33_67.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_33_67.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/37/StutterTalk_37_121.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_37_121.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_37_121.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/8/HeStutters_8_5.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_8_5.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_8_5.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/21/StutterTalk_21_24.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_21_24.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_21_24.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/28/WomenWhoStutter_28_39.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_28_39.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_28_39.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/37/WomenWhoStutter_37_22.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_37_22.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_37_22.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/32/WomenWhoStutter_32_20.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_32_20.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_32_20.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/26/StutterTalk_26_178.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_26_178.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_26_178.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/50/WomenWhoStutter_50_361.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_50_361.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_50_361.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_132.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/IStutterSoWhat_1_132.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_132.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/33/MyStutteringLife_33_29.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_33_29.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_33_29.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/94/WomenWhoStutter_94_35.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_94_35.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_94_35.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/6/HeStutters_6_84.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_6_84.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_6_84.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/6/HeStutters_6_67.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_6_67.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_6_67.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/39/MyStutteringLife_39_10.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_39_10.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_39_10.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HVSA/1/HVSA_1_163.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HVSA_1_163.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HVSA_1_163.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/7/MyStutteringLife_7_189.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_7_189.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_7_189.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/39/WomenWhoStutter_39_224.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_39_224.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_39_224.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/2/HeStutters_2_22.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_2_22.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_2_22.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/84/WomenWhoStutter_84_34.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_84_34.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_84_34.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/35/MyStutteringLife_35_166.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_35_166.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_35_166.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/21/WomenWhoStutter_21_100.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_21_100.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_21_100.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/39/WomenWhoStutter_39_195.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_39_195.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_39_195.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/16/MyStutteringLife_16_18.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_16_18.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_16_18.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/56/WomenWhoStutter_56_66.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_56_66.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_56_66.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/30/MyStutteringLife_30_158.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_30_158.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_30_158.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/23/HeStutters_23_116.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_23_116.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_23_116.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/50/WomenWhoStutter_50_398.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_50_398.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_50_398.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/18/HeStutters_18_152.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_18_152.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_18_152.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/43/WomenWhoStutter_43_7.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_43_7.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_43_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/21/WomenWhoStutter_21_190.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_21_190.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_21_190.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/11/HeStutters_11_7.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_11_7.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_11_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/8/MyStutteringLife_8_3.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_8_3.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_8_3.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/65/StutterTalk_65_10.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_65_10.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_65_10.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/9/HeStutters_9_18.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_9_18.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_9_18.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/22/MyStutteringLife_22_7.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_22_7.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_22_7.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/4/StutterTalk_4_23.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_4_23.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_4_23.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/87/WomenWhoStutter_87_198.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_87_198.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_87_198.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/26/StutterTalk_26_170.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_26_170.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_26_170.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/33/StutterTalk_33_157.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_33_157.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_33_157.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/10/MyStutteringLife_10_30.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_10_30.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_10_30.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/96/WomenWhoStutter_96_27.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_96_27.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_96_27.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/29/MyStutteringLife_29_28.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_29_28.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_29_28.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/32/MyStutteringLife_32_34.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_32_34.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_32_34.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/15/HeStutters_15_54.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_15_54.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_15_54.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/19/WomenWhoStutter_19_63.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_19_63.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_19_63.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/64/StutterTalk_64_12.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_64_12.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_64_12.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/20/MyStutteringLife_20_19.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_20_19.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_20_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/0/WomenWhoStutter_0_275.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_0_275.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_0_275.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/85/WomenWhoStutter_85_30.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_85_30.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_85_30.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/20/WomenWhoStutter_20_21.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_20_21.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_20_21.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/1/IStutterSoWhat_1_81.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/IStutterSoWhat_1_81.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_1_81.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/4/HeStutters_4_2.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_4_2.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_4_2.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/30/MyStutteringLife_30_10.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_30_10.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_30_10.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/52/StutterTalk_52_8.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_52_8.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_52_8.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/24/MyStutteringLife_24_29.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_24_29.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_24_29.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/73/WomenWhoStutter_73_21.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_73_21.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_73_21.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/IStutterSoWhat/0/IStutterSoWhat_0_30.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/IStutterSoWhat_0_30.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/IStutterSoWhat_0_30.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HVSA/3/HVSA_3_207.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HVSA_3_207.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HVSA_3_207.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/11/HeStutters_11_151.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_11_151.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_11_151.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/14/StutterTalk_14_34.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_14_34.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_14_34.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/6/HeStutters_6_118.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_6_118.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_6_118.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/41/StutterTalk_41_5.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_41_5.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_41_5.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/16/HeStutters_16_34.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_16_34.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_16_34.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/51/StutterTalk_51_28.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_51_28.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_51_28.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/55/StutterTalk_55_0.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_55_0.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_55_0.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/6/StutterTalk_6_58.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_6_58.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_6_58.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/StutterTalk/23/StutterTalk_23_15.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/StutterTalk_23_15.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/StutterTalk_23_15.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/MyStutteringLife/28/MyStutteringLife_28_19.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/MyStutteringLife_28_19.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/MyStutteringLife_28_19.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/55/WomenWhoStutter_55_11.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_55_11.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_55_11.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/HeStutters/4/HeStutters_4_8.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/HeStutters_4_8.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/HeStutters_4_8.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/93/WomenWhoStutter_93_11.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_93_11.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_93_11.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/103/WomenWhoStutter_103_0.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_103_0.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_103_0.wav
/home/alien/Git/DATA/ml-stuttering-events-dataset/CLIP_DIR/WomenWhoStutter/5/WomenWhoStutter_5_38.wav,/home/alien/Git/DATA/Sep28kNoWordRepTranscriptions/WomenWhoStutter_5_38.txt,/home/alien/Git/DATA/MeloTTSAudioSmall/WomenWhoStutter_5_38.wav
