,Show,EpId,ClipId,Start,Stop,Unsure,PoorAudioQuality,Prolongation,Block,SoundRep,WordRep,DifficultToUnderstand,Interjection,NoStutteredWords,NaturalPause,Music,NoSpeech
5495,StrongVoices,21,197,2541600,2589600,0,0,0,3,0,0,0,0,1,1,0,0
5496,StrongVoices,22,2,31461440,31509440,0,0,1,1,0,0,0,0,1,1,0,0
5497,StrongVoices,22,4,3893760,3941760,0,0,2,0,0,0,0,0,1,0,0,0
5498,StrongVoices,22,8,2084480,2132480,0,0,0,0,0,0,0,0,3,0,0,0
5499,StrongVoices,22,9,6718720,6766720,0,0,0,0,0,0,0,0,3,0,0,0
5500,StrongVoices,22,10,7317280,7365280,0,0,0,0,0,0,0,0,3,0,0,0
5501,StrongVoices,22,11,8006240,8054240,0,0,0,1,0,0,0,0,2,0,0,0
5502,StrongVoices,22,12,8041760,8089760,0,0,0,0,0,0,0,0,3,0,0,0
5503,StrongVoices,22,13,9457920,9505920,0,0,0,0,0,0,0,0,3,0,0,0
5504,StrongVoices,22,14,10756000,10804000,0,0,2,1,1,0,0,0,0,0,0,0
5505,StrongVoices,22,15,2142880,2190880,0,0,0,1,0,0,0,0,2,0,0,0
5506,StrongVoices,22,16,11166720,11214720,0,0,0,0,0,0,0,0,3,1,0,0
5507,StrongVoices,22,17,11200320,11248320,0,0,0,0,0,0,0,0,3,1,0,0
5508,StrongVoices,22,18,11474400,11522400,0,0,2,1,0,0,0,0,0,0,0,0
5509,StrongVoices,22,19,11507520,11555520,0,0,0,2,0,0,0,0,1,0,0,0
5510,StrongVoices,22,20,13661120,13709120,0,0,0,1,0,0,0,0,2,0,0,0
5511,StrongVoices,22,21,14867360,14915360,0,0,0,0,0,0,0,0,3,1,0,0
5512,StrongVoices,22,22,15195840,15243840,0,0,1,1,0,0,0,0,1,0,0,0
5513,StrongVoices,22,23,2280000,2328000,0,0,0,0,0,0,0,0,3,1,0,0
5514,StrongVoices,22,25,15920800,15968800,0,0,0,0,0,0,0,0,3,0,0,0
5515,StrongVoices,22,26,16991040,17039040,0,0,3,0,0,0,0,0,0,0,0,0
5516,StrongVoices,22,27,18212640,18260640,0,0,0,0,0,0,0,0,3,1,0,0
5517,StrongVoices,22,28,18300000,18348000,0,0,0,0,0,0,0,0,3,0,0,0
5518,StrongVoices,22,31,20947680,20995680,0,0,0,0,2,0,0,0,1,0,0,0
5519,StrongVoices,22,33,24612640,24660640,0,0,0,1,0,0,0,1,2,1,0,0
5520,StrongVoices,22,34,25460160,25508160,0,0,0,2,0,0,0,0,1,0,0,0
5521,StrongVoices,22,35,2762400,2810400,0,0,0,0,3,0,0,0,0,0,0,0
5522,StrongVoices,22,38,29792160,29840160,0,0,0,0,0,0,0,0,3,1,0,0
5523,StrongVoices,22,39,30385120,30433120,0,0,0,1,0,0,0,0,2,0,0,0
5524,StrongVoices,23,0,912160,960160,0,0,0,1,0,0,0,0,2,1,0,0
5525,StrongVoices,23,2,27522880,27570880,0,0,1,2,0,0,0,2,1,1,0,0
5526,StrongVoices,23,3,28995840,29043840,0,0,1,0,0,0,0,0,2,0,0,0
5527,StrongVoices,23,4,29028000,29076000,0,0,0,1,0,0,0,0,2,0,0,0
5528,StrongVoices,23,5,29083040,29131040,0,0,3,0,0,0,0,0,0,0,0,0
5529,StrongVoices,23,6,29131680,29179680,0,0,1,0,0,0,0,0,2,0,0,0
5530,StrongVoices,23,7,29167520,29215520,0,0,2,0,0,0,0,0,1,1,0,0
5531,StrongVoices,23,8,29236960,29284960,0,0,0,1,0,0,0,0,2,0,0,0
5532,StrongVoices,23,9,29357920,29405920,0,0,0,0,0,0,0,0,3,0,0,0
5533,StrongVoices,23,10,29397760,29445760,0,0,2,1,0,0,0,0,1,0,0,0
5534,StrongVoices,23,12,30347840,30395840,0,0,0,2,0,0,0,0,1,0,0,0
5535,StrongVoices,23,14,30784160,30832160,0,0,2,2,0,0,0,0,0,1,0,0
5536,StrongVoices,23,16,31983040,32031040,0,0,1,2,0,0,0,0,1,0,0,0
5537,StrongVoices,23,17,32693600,32741600,0,0,3,1,0,0,0,0,0,0,0,0
5538,StrongVoices,23,18,32726400,32774400,0,0,1,1,0,0,0,0,1,0,0,0
5539,StrongVoices,23,20,2980000,3028000,0,0,1,2,0,0,0,0,1,0,0,0
5540,StrongVoices,23,21,34058400,34106400,0,0,1,1,0,0,0,0,1,0,0,0
5541,StrongVoices,23,22,34100800,34148800,0,0,0,1,0,0,0,1,2,0,0,0
5542,StrongVoices,23,23,34184800,34232800,0,0,0,1,0,0,0,0,3,2,0,0
5543,StrongVoices,23,24,34224000,34272000,0,0,0,3,0,0,0,1,1,0,0,0
5544,StrongVoices,23,26,34394880,34442880,0,0,1,0,0,0,0,0,2,0,0,0
5545,StrongVoices,23,27,34436480,34484480,0,0,2,1,3,0,0,0,0,0,0,0
5546,StrongVoices,23,28,34540160,34588160,0,0,0,0,0,0,0,0,3,0,0,0
5547,StrongVoices,23,29,34573120,34621120,0,0,1,0,0,0,0,0,2,0,0,0
5548,StrongVoices,23,30,34625440,34673440,0,0,0,0,0,0,0,0,3,0,0,0
5549,StrongVoices,23,31,34708480,34756480,0,0,0,0,0,0,0,0,3,1,0,0
5550,StrongVoices,23,33,35074720,35122720,0,0,0,3,1,0,0,0,0,0,0,0
5551,StrongVoices,23,34,35112000,35160000,0,0,0,1,1,0,0,0,2,0,0,0
5552,StrongVoices,23,37,36107040,36155040,0,0,1,0,0,0,0,0,2,1,0,0
5553,StrongVoices,23,38,36144800,36192800,0,0,1,0,0,0,0,2,2,0,0,0
5554,StrongVoices,23,39,3063040,3111040,0,0,0,1,1,0,0,0,2,0,0,0
5555,StrongVoices,23,40,3099200,3147200,0,0,0,3,0,0,0,0,0,0,0,0
5556,StrongVoices,23,41,36230080,36278080,0,0,0,0,0,0,0,0,3,0,0,0
5557,StrongVoices,23,42,36265600,36313600,0,0,0,1,0,0,0,0,2,0,0,0
5558,StrongVoices,23,43,36760480,36808480,0,0,0,1,0,0,0,0,2,0,0,0
5559,StrongVoices,23,45,36862880,36910880,0,0,0,1,0,0,0,0,2,1,0,0
5560,StrongVoices,23,46,36911680,36959680,0,0,0,2,0,0,0,3,1,2,0,0
5561,StrongVoices,23,47,37027360,37075360,0,0,1,1,0,0,0,0,1,2,0,0
5562,StrongVoices,23,48,37061600,37109600,0,0,0,0,0,0,0,0,3,0,0,0
5563,StrongVoices,23,49,37301600,37349600,0,0,1,2,0,0,0,0,0,0,0,0
5564,StrongVoices,23,51,37391360,37439360,0,0,1,0,0,0,0,0,2,0,0,0
5565,StrongVoices,23,52,37451040,37499040,0,0,2,1,0,0,0,0,0,0,0,0
5566,StrongVoices,23,53,37516800,37564800,0,0,1,2,0,0,0,0,1,0,0,0
5567,StrongVoices,23,55,38012640,38060640,0,0,0,0,0,0,0,0,3,0,0,0
5568,StrongVoices,23,56,38057920,38105920,0,0,0,1,0,0,0,0,2,0,0,0
5569,StrongVoices,23,57,38100000,38148000,0,0,0,2,0,0,0,0,1,0,0,0
5570,StrongVoices,23,58,38185280,38233280,0,0,1,2,0,0,0,0,1,1,0,0
5571,StrongVoices,23,59,38226560,38274560,0,0,0,1,0,0,0,0,2,0,0,0
5572,StrongVoices,23,60,3257440,3305440,0,0,1,2,0,0,0,0,1,0,0,0
5573,StrongVoices,23,63,38324000,38372000,0,0,0,1,0,0,0,0,2,1,0,0
5574,StrongVoices,23,64,38903840,38951840,0,0,1,2,1,0,0,0,0,0,0,0
5575,StrongVoices,23,66,39090880,39138880,0,0,1,2,0,0,0,0,0,1,0,0
5576,StrongVoices,23,68,39252000,39300000,0,0,1,1,0,0,0,0,1,1,0,0
5577,StrongVoices,23,69,39284640,39332640,0,0,1,1,0,0,0,3,1,0,0,0
5578,StrongVoices,23,70,39323040,39371040,0,0,2,2,2,0,0,1,0,0,0,0
5579,StrongVoices,23,72,39849280,39897280,0,0,0,1,0,0,0,0,2,2,0,0
5580,StrongVoices,23,73,40038080,40086080,0,0,3,0,0,0,0,1,0,0,0,0
5581,StrongVoices,23,77,40624960,40672960,0,0,2,0,0,0,0,0,1,0,0,0
5582,StrongVoices,23,78,40666080,40714080,0,0,0,2,0,0,0,0,1,2,0,0
5583,StrongVoices,23,81,40754080,40802080,0,0,0,0,0,0,0,0,3,0,0,0
5584,StrongVoices,23,82,40791680,40839680,0,0,1,1,2,0,0,1,0,0,0,0
5585,StrongVoices,23,83,41012960,41060960,0,0,1,2,0,0,0,0,0,1,0,0
5586,StrongVoices,23,84,41048320,41096320,0,0,3,0,0,0,0,1,0,0,0,0
5587,StrongVoices,23,85,41179360,41227360,0,0,1,0,0,0,0,0,2,0,0,0
5588,StrongVoices,23,86,41214400,41262400,0,0,3,0,0,0,0,0,0,0,0,0
5589,StrongVoices,23,87,41267200,41315200,0,0,0,1,0,0,0,0,2,0,0,0
5590,StrongVoices,23,88,41338880,41386880,0,0,1,2,0,0,0,3,0,0,0,0
5591,StrongVoices,23,89,42008800,42056800,0,0,1,1,0,0,0,3,1,1,0,0
5592,StrongVoices,23,90,42045120,42093120,0,0,0,1,0,0,0,0,2,0,0,0
5593,StrongVoices,23,91,42267520,42315520,0,0,1,1,0,0,0,0,1,2,0,0
5594,StrongVoices,23,92,42301440,42349440,0,0,0,0,0,0,0,0,3,0,0,0
5595,StrongVoices,23,93,42567360,42615360,0,0,1,0,0,0,0,3,2,1,0,0
5596,StrongVoices,23,94,42603680,42651680,0,0,0,0,0,0,0,0,3,1,0,0
5597,StrongVoices,23,95,43189440,43237440,0,0,0,1,0,0,0,0,2,1,0,0
5598,StrongVoices,23,96,43221760,43269760,0,0,1,1,0,0,0,1,2,0,0,0
5599,StrongVoices,23,97,44783040,44831040,0,0,0,1,0,0,0,0,2,0,0,0
5600,StrongVoices,23,98,44818080,44866080,0,0,1,0,0,0,0,0,3,0,0,0
5601,StrongVoices,23,99,3470080,3518080,0,0,0,3,3,0,0,0,0,0,0,0
5602,StrongVoices,23,100,3503040,3551040,0,0,0,1,0,0,0,3,2,0,0,0
5603,StrongVoices,23,104,3669120,3717120,0,0,0,2,1,0,0,0,2,0,0,0
5604,StrongVoices,23,105,3750880,3798880,0,0,3,1,0,0,0,0,0,0,0,0
5605,StrongVoices,23,109,3925760,3973760,0,0,0,2,1,0,0,0,1,0,0,0
5606,StrongVoices,23,111,1215360,1263360,0,0,1,0,0,0,0,0,2,0,0,0
5607,StrongVoices,23,113,4072320,4120320,0,0,1,2,0,0,0,0,0,0,0,0
5608,StrongVoices,23,114,4252480,4300480,0,0,0,0,0,0,0,1,3,1,0,0
5609,StrongVoices,23,115,4289120,4337120,0,0,0,0,0,0,0,3,3,0,0,0
5610,StrongVoices,23,116,4541440,4589440,0,0,2,0,0,0,0,0,1,2,0,0
5611,StrongVoices,23,119,4653440,4701440,0,0,0,0,0,0,0,0,3,0,0,0
5612,StrongVoices,23,120,4758400,4806400,0,0,2,1,0,0,0,0,1,1,0,0
5613,StrongVoices,23,121,4792480,4840480,0,0,1,1,1,0,0,0,1,0,0,0
5614,StrongVoices,23,122,4857280,4905280,0,0,1,0,0,0,0,0,2,0,0,0
5615,StrongVoices,23,123,4919040,4967040,0,0,2,2,0,0,0,0,0,0,0,0
5616,StrongVoices,23,125,5039680,5087680,0,0,0,1,0,0,0,0,2,0,0,0
5617,StrongVoices,23,127,5286400,5334400,0,0,1,2,0,0,0,0,1,1,0,0
5618,StrongVoices,23,129,5397120,5445120,0,0,1,1,0,0,0,3,1,1,0,0
5619,StrongVoices,23,130,1329760,1377760,0,0,3,2,0,0,0,0,0,0,0,0
5620,StrongVoices,23,131,1365760,1413760,0,0,0,1,0,0,0,0,2,0,0,0
5621,StrongVoices,23,132,5705120,5753120,0,0,1,1,0,0,0,0,2,1,0,0
5622,StrongVoices,23,134,5831040,5879040,0,0,0,1,1,0,0,0,1,0,0,0
5623,StrongVoices,23,137,5976960,6024960,0,0,3,2,0,0,0,0,0,0,0,0
5624,StrongVoices,23,139,7071680,7119680,0,0,0,1,0,0,0,1,2,0,0,0
5625,StrongVoices,23,140,7244960,7292960,0,0,0,2,0,0,0,0,1,0,0,0
5626,StrongVoices,23,141,7282400,7330400,0,0,0,0,0,0,0,1,3,0,0,0
5627,StrongVoices,23,142,8070400,8118400,0,0,3,0,0,0,0,0,0,0,0,0
5628,StrongVoices,23,144,8147520,8195520,0,0,0,1,0,0,0,2,2,0,0,0
5629,StrongVoices,23,146,8250080,8298080,0,0,0,1,0,0,0,0,2,0,0,0
5630,StrongVoices,23,147,8301280,8349280,0,0,2,1,0,0,0,0,1,0,0,0
5631,StrongVoices,23,148,8347840,8395840,0,0,1,1,0,0,0,0,1,0,0,0
5632,StrongVoices,23,149,8418720,8466720,0,0,2,1,0,0,0,0,0,0,0,0
5633,StrongVoices,23,150,1417920,1465920,0,0,1,1,0,0,0,0,2,1,0,0
5634,StrongVoices,23,151,1457600,1505600,0,0,3,0,0,0,0,0,1,0,0,0
5635,StrongVoices,23,152,8486080,8534080,0,0,2,2,0,0,0,0,0,0,0,0
5636,StrongVoices,23,154,8570880,8618880,0,0,3,0,0,0,0,0,0,0,0,0
5637,StrongVoices,23,155,9010560,9058560,0,0,1,2,0,0,0,0,1,0,0,0
5638,StrongVoices,23,158,9171200,9219200,0,0,0,0,1,0,0,1,2,0,0,0
5639,StrongVoices,23,161,10662240,10710240,0,0,0,2,0,0,0,0,2,0,0,0
5640,StrongVoices,23,164,10790080,10838080,0,0,0,2,0,0,0,0,1,0,0,0
5641,StrongVoices,23,165,10847840,10895840,0,0,0,2,0,0,0,0,1,0,0,0
5642,StrongVoices,23,166,11652320,11700320,0,0,2,0,0,0,0,0,1,1,0,0
5643,StrongVoices,23,168,11810720,11858720,0,0,0,1,0,0,0,0,2,0,0,0
5644,StrongVoices,23,169,11845440,11893440,0,0,2,0,0,0,0,3,1,0,0,0
5645,StrongVoices,23,170,1852800,1900800,0,0,1,0,1,0,0,0,1,0,0,0
5646,StrongVoices,23,173,12052480,12100480,0,0,1,1,0,0,0,0,1,1,0,0
5647,StrongVoices,23,174,12085120,12133120,0,0,0,1,0,0,0,0,2,1,0,0
5648,StrongVoices,23,175,12123680,12171680,0,0,1,1,0,0,0,1,1,0,0,0
5649,StrongVoices,23,176,12157600,12205600,0,0,3,0,0,0,0,0,0,1,0,0
5650,StrongVoices,23,177,12253920,12301920,0,0,1,0,0,0,0,0,2,1,0,0
5651,StrongVoices,23,178,12286560,12334560,0,0,0,1,0,0,0,0,3,0,0,0
5652,StrongVoices,23,179,12618080,12666080,0,0,0,2,0,0,0,1,1,1,0,0
5653,StrongVoices,23,182,12876800,12924800,0,0,0,1,0,0,0,0,2,0,0,0
5654,StrongVoices,23,183,13084320,13132320,0,0,1,2,0,0,0,0,0,1,0,0
5655,StrongVoices,23,185,13196640,13244640,0,0,3,0,0,0,0,0,0,0,0,0
5656,StrongVoices,23,186,13230720,13278720,0,0,2,0,0,0,0,0,1,0,0,0
5657,StrongVoices,23,187,13280160,13328160,0,0,1,2,0,0,0,1,1,0,0,0
5658,StrongVoices,23,190,2007680,2055680,0,0,0,0,0,0,0,0,3,0,0,0
5659,StrongVoices,23,192,13502080,13550080,0,0,2,0,0,0,0,2,1,0,0,0
5660,StrongVoices,23,193,13537920,13585920,0,0,2,1,0,0,0,0,0,0,0,0
5661,StrongVoices,23,194,13664800,13712800,0,0,0,0,0,0,0,0,3,1,0,0
5662,StrongVoices,23,196,13797280,13845280,0,0,2,2,0,0,0,0,0,1,0,0
5663,StrongVoices,23,197,13833920,13881920,0,0,1,2,0,0,0,0,1,0,0,0
5664,StrongVoices,23,200,14002240,14050240,0,0,1,0,0,0,0,0,2,0,0,0
5665,StrongVoices,23,201,14043360,14091360,0,0,1,1,0,0,0,0,1,0,0,0
5666,StrongVoices,23,202,14100320,14148320,0,0,0,0,0,0,0,0,3,1,0,0
5667,StrongVoices,23,205,14881120,14929120,0,0,3,1,0,0,0,0,0,0,0,0
5668,StrongVoices,23,206,14914560,14962560,0,0,1,3,0,0,0,0,0,0,0,0
5669,StrongVoices,23,207,15143040,15191040,0,0,2,1,0,0,0,0,1,1,0,0
5670,StrongVoices,23,208,15175360,15223360,0,0,0,1,2,0,0,1,0,0,0,0
5671,StrongVoices,23,209,15431040,15479040,0,0,0,0,0,0,0,2,3,1,0,0
5672,StrongVoices,23,211,2128000,2176000,0,0,1,1,0,0,0,0,2,1,0,0
5673,StrongVoices,23,212,2168160,2216160,0,0,2,2,0,0,0,0,0,0,0,0
5674,StrongVoices,23,215,15945760,15993760,0,0,3,1,0,0,0,0,0,0,0,0
5675,StrongVoices,23,216,15978720,16026720,0,0,0,1,0,0,0,0,2,0,0,0
5676,StrongVoices,23,217,16027360,16075360,0,0,0,1,0,0,0,0,2,1,0,0
5677,StrongVoices,23,218,16155840,16203840,0,0,0,0,0,0,0,0,3,0,0,0
5678,StrongVoices,23,219,16192160,16240160,0,0,0,2,0,0,0,0,1,0,0,0
5679,StrongVoices,23,221,16498720,16546720,0,0,1,1,0,0,0,0,2,0,0,0
5680,StrongVoices,23,222,16578080,16626080,0,0,1,2,0,0,0,0,1,0,0,0
5681,StrongVoices,23,223,16619680,16667680,0,0,3,1,0,0,0,0,0,0,0,0
5682,StrongVoices,23,224,16660160,16708160,0,0,3,0,0,0,0,0,0,0,0,0
5683,StrongVoices,23,226,16747200,16795200,0,0,1,0,0,0,0,0,2,0,0,0
5684,StrongVoices,23,227,16808000,16856000,0,0,0,0,0,0,0,0,3,0,0,0
5685,StrongVoices,23,228,16896480,16944480,0,0,0,0,0,0,0,0,3,1,0,0
5686,StrongVoices,23,230,2455360,2503360,0,0,0,1,1,0,0,0,2,0,0,0
5687,StrongVoices,23,231,2489440,2537440,0,0,0,1,0,0,0,0,2,2,0,0
5688,StrongVoices,23,232,18467040,18515040,0,0,1,1,0,0,0,0,1,0,0,0
5689,StrongVoices,23,233,18504320,18552320,0,0,1,0,0,0,0,0,2,2,0,0
5690,StrongVoices,23,234,18946080,18994080,0,0,0,3,0,0,0,0,0,0,0,0
5691,StrongVoices,23,236,19035360,19083360,0,0,0,2,0,0,0,0,1,2,0,0
5692,StrongVoices,23,238,19135040,19183040,0,0,2,1,0,0,0,0,0,2,0,0
5693,StrongVoices,23,240,19275200,19323200,0,0,0,0,0,0,0,0,3,0,0,0
5694,StrongVoices,23,241,20223840,20271840,0,0,1,2,0,0,0,0,0,0,0,0
5695,StrongVoices,23,243,20301920,20349920,0,0,0,0,0,0,0,3,3,0,0,0
5696,StrongVoices,23,245,20395840,20443840,0,0,2,2,0,0,0,0,0,0,0,0
5697,StrongVoices,23,246,23104480,23152480,0,0,2,1,0,0,0,0,1,1,0,0
5698,StrongVoices,23,247,23143200,23191200,0,0,1,1,0,0,0,1,3,1,0,0
5699,StrongVoices,23,249,23308160,23356160,0,0,0,0,0,0,0,0,3,2,0,0
5700,StrongVoices,23,250,2562080,2610080,0,0,0,2,0,0,0,0,1,0,0,0
5701,StrongVoices,23,251,23933440,23981440,0,0,0,1,0,0,0,0,2,1,0,0
5702,StrongVoices,23,252,23967200,24015200,0,0,0,1,0,0,0,0,2,0,0,0
5703,StrongVoices,23,254,24129920,24177920,0,0,0,0,0,0,0,0,3,0,0,0
5704,StrongVoices,23,255,24234080,24282080,0,0,2,0,0,0,0,0,1,0,0,0
5705,StrongVoices,23,256,24269920,24317920,0,0,0,1,0,0,0,0,2,0,0,0
5706,StrongVoices,23,257,24663360,24711360,0,0,2,0,0,0,0,0,1,0,0,0
5707,StrongVoices,23,259,25041600,25089600,0,0,1,0,1,0,0,0,1,1,0,0
5708,StrongVoices,23,260,25078080,25126080,0,0,0,1,0,0,0,0,2,0,0,0
5709,StrongVoices,23,261,25201920,25249920,0,0,1,0,0,0,0,0,2,0,0,0
5710,StrongVoices,23,262,25249280,25297280,0,0,0,2,0,0,0,1,1,0,0,0
5711,StrongVoices,23,263,25392160,25440160,0,0,0,1,0,0,0,0,2,0,0,0
5712,StrongVoices,23,264,25429920,25477920,0,0,0,0,0,0,0,0,3,0,0,0
5713,StrongVoices,23,266,25762720,25810720,0,0,0,1,0,0,0,0,2,0,0,0
5714,StrongVoices,23,267,25872960,25920960,0,0,0,0,0,0,0,0,3,0,0,0
5715,StrongVoices,23,268,25908480,25956480,0,0,1,1,0,0,0,1,1,1,0,0
5716,StrongVoices,23,269,27367040,27415040,0,0,1,0,0,0,0,1,2,0,0,0
5717,StrongVoices,23,271,2604800,2652800,0,0,0,0,0,0,0,1,3,2,0,0
5718,StrongVoices,24,1,17498080,17546080,0,0,0,0,0,0,0,0,3,0,0,0
5719,StrongVoices,24,2,18080800,18128800,0,0,0,0,0,0,0,0,3,0,0,0
5720,StrongVoices,24,3,4754400,4802400,0,0,0,1,0,0,0,0,2,0,0,0
5721,StrongVoices,24,5,21766880,21814880,0,0,0,1,0,0,0,0,2,0,0,0
5722,StrongVoices,24,6,21908320,21956320,0,0,0,1,1,0,0,0,2,0,0,0
5723,StrongVoices,24,7,22058720,22106720,0,0,1,0,0,0,0,0,2,0,0,0
5724,StrongVoices,24,8,22251840,22299840,0,0,2,0,0,0,0,0,1,0,0,0
5725,StrongVoices,24,9,5680320,5728320,0,0,0,1,0,0,0,2,2,1,0,0
5726,StrongVoices,24,10,23374560,23422560,0,0,0,0,0,0,0,0,3,0,0,0
5727,StrongVoices,24,11,23723360,23771360,0,0,2,1,0,0,0,0,0,0,0,0
5728,StrongVoices,24,12,25103040,25151040,0,0,0,0,0,0,0,0,3,1,0,0
5729,StrongVoices,24,13,28806240,28854240,0,0,1,1,0,0,0,0,1,1,0,0
5730,StrongVoices,24,15,28978240,29026240,0,0,0,0,0,0,0,0,3,0,0,0
5731,StrongVoices,24,16,3235040,3283040,0,0,0,0,0,0,0,0,3,2,0,0
5732,StrongVoices,24,17,32309280,32357280,0,0,0,1,0,0,0,0,2,0,0,0
5733,StrongVoices,24,18,33240320,33288320,0,0,0,2,0,0,0,3,1,0,0,0
5734,StrongVoices,24,19,33883360,33931360,0,0,0,1,0,0,0,0,2,1,0,0
5735,StrongVoices,24,20,9895520,9943520,0,0,1,1,0,0,0,0,2,0,0,0
5736,StrongVoices,24,22,35018560,35066560,0,0,0,1,0,0,0,0,2,1,0,0
5737,StrongVoices,24,23,35821120,35869120,0,0,0,1,0,0,0,0,2,0,0,0
5738,StrongVoices,24,24,37574560,37622560,0,0,1,1,0,0,0,0,1,2,0,0
5739,StrongVoices,24,25,10710880,10758880,0,0,0,1,0,0,0,0,2,1,0,0
5740,StrongVoices,24,26,10848960,10896960,0,0,0,1,0,0,0,0,2,0,0,0
5741,StrongVoices,24,27,12974560,13022560,0,0,0,0,0,0,0,0,3,2,0,0
5742,StrongVoices,24,28,13077280,13125280,0,0,0,0,0,0,0,0,3,0,0,0
5743,StrongVoices,24,29,13176480,13224480,0,0,0,1,0,0,0,0,2,0,0,0
5744,StrongVoices,24,30,13615520,13663520,0,0,0,0,0,0,0,0,3,1,0,0
5745,StrongVoices,24,31,14397920,14445920,0,0,2,1,0,0,0,0,0,0,0,0
5746,StrongVoices,24,33,15411200,15459200,0,0,0,0,0,0,0,0,3,0,0,0
5747,StrongVoices,24,34,15499040,15547040,0,0,0,2,0,0,0,1,1,1,0,0
5748,StrongVoices,24,35,15739520,15787520,0,0,0,0,0,0,0,0,3,0,0,0
5749,StrongVoices,24,36,15796960,15844960,0,0,0,0,0,0,0,0,3,1,0,0
5750,StrongVoices,24,37,16690400,16738400,0,0,0,0,0,0,0,0,3,0,0,0
5751,StrongVoices,24,39,16981440,17029440,0,0,0,0,0,0,0,0,3,0,0,0
5752,StrongVoices,25,0,22553760,22601760,0,0,0,2,0,0,0,0,1,1,0,0
5753,StrongVoices,25,1,22771200,22819200,0,0,1,0,0,0,0,0,2,1,0,0
5754,StrongVoices,25,2,22799360,22847360,0,0,0,1,0,0,0,0,2,0,0,0
5755,StrongVoices,25,3,24175200,24223200,0,0,1,3,0,0,0,0,0,0,0,0
5756,StrongVoices,25,5,2661280,2709280,0,0,0,3,0,0,0,0,0,0,0,0
5757,StrongVoices,25,6,3594880,3642880,0,0,0,0,0,0,0,0,3,1,0,0
5758,StrongVoices,25,7,1113760,1161760,0,0,1,2,0,0,0,0,1,0,0,0
5759,StrongVoices,25,8,6958400,7006400,0,0,0,1,0,0,0,2,2,0,0,0
5760,StrongVoices,25,9,7200640,7248640,0,0,2,1,0,0,0,2,0,0,0,0
5761,StrongVoices,25,10,7286720,7334720,0,0,0,1,0,0,0,0,2,0,0,0
5762,StrongVoices,25,11,7781600,7829600,0,0,0,0,0,0,0,0,3,1,0,0
5763,StrongVoices,25,12,7821440,7869440,0,0,0,2,0,0,0,0,1,0,0,0
5764,StrongVoices,25,13,8224800,8272800,0,0,1,0,0,0,0,1,2,0,0,0
5765,StrongVoices,25,14,8319680,8367680,0,0,1,1,0,0,0,1,1,1,0,0
5766,StrongVoices,25,15,8831680,8879680,0,0,0,1,0,0,0,0,2,1,0,0
5767,StrongVoices,25,16,1356640,1404640,0,0,0,1,0,0,0,0,2,0,0,0
5768,StrongVoices,25,17,10195680,10243680,0,0,3,1,1,0,0,0,0,0,0,0
5769,StrongVoices,25,18,10438240,10486240,0,0,0,1,0,0,0,3,2,0,0,0
5770,StrongVoices,25,20,13006560,13054560,0,0,0,0,0,0,0,0,3,0,0,0
5771,StrongVoices,25,22,13456480,13504480,0,0,0,0,0,0,0,0,3,0,0,0
5772,StrongVoices,25,23,13877920,13925920,0,0,0,1,0,0,0,0,2,0,0,0
5773,StrongVoices,25,24,15161760,15209760,0,0,0,1,0,0,0,0,3,1,0,0
5774,StrongVoices,25,25,15332640,15380640,0,0,2,1,0,0,0,0,2,0,0,0
5775,StrongVoices,25,26,15810560,15858560,0,0,1,0,0,0,0,0,2,0,0,0
5776,StrongVoices,25,27,16300960,16348960,0,0,0,0,0,0,0,0,3,1,0,0
5777,StrongVoices,25,28,16358400,16406400,0,0,3,0,0,0,0,0,0,0,0,0
5778,StrongVoices,25,30,16997920,17045920,0,0,1,1,0,0,0,0,3,0,0,0
5779,StrongVoices,25,31,17254240,17302240,0,0,0,2,0,0,0,3,1,0,0,0
5780,StrongVoices,25,32,18206080,18254080,0,0,0,1,0,0,0,1,2,1,0,0
5781,StrongVoices,25,33,18232800,18280800,0,0,0,1,0,0,0,2,2,1,0,0
5782,StrongVoices,25,34,18322720,18370720,0,0,1,1,0,0,0,0,1,1,0,0
5783,StrongVoices,25,35,18479680,18527680,0,0,1,0,1,0,0,0,1,0,0,0
5784,StrongVoices,25,36,18719040,18767040,0,0,0,1,0,0,0,0,2,0,0,0
5785,StrongVoices,25,37,1885120,1933120,0,0,3,1,0,0,0,0,0,0,0,0
5786,StrongVoices,25,38,19914080,19962080,0,0,2,0,0,0,0,0,1,0,0,0
5787,StrongVoices,25,39,19982080,20030080,0,0,0,1,1,0,0,0,2,0,0,0
5788,StrongVoices,26,0,2297440,2345440,0,0,0,1,0,0,0,0,2,0,0,0
5789,StrongVoices,26,2,3054560,3102560,0,0,0,0,0,0,0,0,3,0,0,0
5790,StrongVoices,26,3,3360000,3408000,0,0,0,2,0,0,0,0,1,0,0,0
5791,StrongVoices,26,4,3505600,3553600,0,0,0,1,0,0,0,0,2,0,0,0
5792,StrongVoices,26,6,4217600,4265600,0,0,2,1,0,0,0,0,1,0,0,0
5793,StrongVoices,26,7,5355680,5403680,0,0,1,1,2,0,0,0,0,0,0,0
5794,StrongVoices,26,8,8931520,8979520,0,0,0,1,0,0,0,1,2,0,0,0
5795,StrongVoices,26,9,9793280,9841280,0,0,0,0,0,0,0,0,3,0,0,0
5796,StrongVoices,26,10,12135840,12183840,0,0,0,0,0,0,0,0,3,0,0,0
